ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Contactset_ID,Respondent
set31-DEM41,set31-F,DEM41,?,,,,set31,Sonal Kulkarni-Joshi
set32-DEM41,set32-F,DEM41,?,,,,set32,Hannah Haynie
set33-DEM41,set33-F,DEM41,?,,,,set33,Anna Berge
set34-DEM41,set34-F,DEM41,?,,,,set34,Erika Sandman
set01-DEM42,set01-F,DEM42,Few people,DEM42-4,,,set01,Hank Nater
set02-DEM42,set02-F,DEM42,Few people,DEM42-4,,,set02,Mathias Jenny
set03-DEM42,set03-F,DEM42,Practically no one,DEM42-5,,,set03,Yvonne Treis & Deginet Wotango Doyiso
set04-DEM42,set04-F,DEM42,Some people,DEM42-3,It is very difficult to put a figure on this and it also varies somewhat between regions.,,set04,Hannah Gibson & Maarten Mous
set05-DEM42,set05-F,DEM42,Almost everyone,DEM42-1,,,set05,Ellen Smith-Dennis
set06a-DEM42,set06a-F,DEM42,Few people,DEM42-4,Very few; my impression is about 1% or less.,,set06a,Joseph M Brincat
set07-DEM42,set07-F,DEM42,Many people,DEM42-2,,,set07,Admire Phiri
set08-DEM42,set08-F,DEM42,?,,,,set08,Ross Bowden
set09-DEM42,set09-F,DEM42,Few people,DEM42-4,"Arabs are a minority in Tabelbala, and one needs to be reasonably well-off or well-connected to seek a spouse further afield.",,set09,Lameen Souag
set10-DEM42,set10-F,DEM42,?,,,,set10,Anonymous
set11-DEM42,set11-F,DEM42,?,,,,set11,Alexander Cobbinah
set12-DEM42,set12-F,DEM42,Many people,DEM42-2,,,set12,Saloumeh Gholami in cooperation with Mahîr Dogan
set13-DEM42,set13-F,DEM42,Few people,DEM42-4,,,set13,Jerry K. Jacka
set14-DEM42,set14-F,DEM42,?,,,,set14,Ana María Ospina Bozzi
set15-DEM42,set15-F,DEM42,Few people,DEM42-4,,,set15,Bruno Olsson
set16-DEM42,set16-F,DEM42,Almost everyone,DEM42-1,"The only existing Chipaya community is surrounded by Aymara communities, so the very moment the Chipaya people leave their village they are in contact with Aymara speakers. Therefore, almost everyone has the opportunity to get into contact with Aymara people and from this contact marriage opportunities may arise.",,set16,Katja Hannß
set17-DEM42,set17-F,DEM42,Almost everyone,DEM42-1,,,set17,Rosnátaly Avelino
set18-DEM42,set18-F,DEM42,Few people,DEM42-4,Those clans whose land was close to one another had more contact and would have intermarried one another but not exclusively: Kunbarlang people whose land is at the western end of Kunbarlang country and Mawng people whose land is at the eastern end of Mawng country.,,set18,Ruth Singer
set19-DEM42,set19-F,DEM42,Few people,DEM42-4,"We are not sure, but we know that the proportion of Alorese married to an Adang is not high, so we estimate that the percentage of people that have opportunities for contact in the context of marriage exchange must be rather low, like 33%.",,set19,Francesca Moro & Yunus Sulistyono
set20-DEM42,set20-F,DEM42,?,,,,set20,Arun Ghosh
set21-DEM42,set21-F,DEM42,Almost everyone,DEM42-1,,,set21,Georg Ziegelmeyer
set22-DEM42,set22-F,DEM42,Some people,DEM42-3,,,set22,Elizabeth Hall
set23-DEM42,set23-F,DEM42,Few people,DEM42-4,,,set23,Veronika Zikmundová & Kicengge (Chengzhi)
set24-DEM42,set24-F,DEM42,Few people,DEM42-4,,,set24,Cristina Messineo & Paola Cúneo & Agustina Paredes & Nicolás Brid & Ana Blanco
set25-DEM42,set25-F,DEM42,Some people,DEM42-3,,,set25,María Belén Carpio & Marcela Mendoza
set27-DEM42,set27-F,DEM42,Few people,DEM42-4,,,set27,Dineke Schokkin
set28-DEM42,set28-F,DEM42,Many people,DEM42-2,"The vast majority of licensced Nen speakers are in concentrated around one locale, which borders an Idi speaking locale. So in theory a lot of people would have opportunities to marry Idi people, but the importance of inter-generational reciprocal sister exchange might mean is is the same families of Nen and Idi speakers who are marrying each other. Because of this uncertainty, I choose ""many people"" rather than ""almost everyone.""",,set28,Eri Kashima & Dineke Schokkin
set29-DEM42,set29-F,DEM42,Many people,DEM42-2,"Hard to be certain here, but there are well documented examples of intermarriage patterns both along the Burarra/Yolngu boundary as well as between non-contiguous groups like the An-barra Burarra at Jinawunya and the Yan-nhangu at Yinangarnduwa/Cape Stewart.",,set29,Jill Vaughan
set30-DEM42,set30-F,DEM42,Almost everyone,DEM42-1,,,set30,Richard Kowalik
set31-DEM42,set31-F,DEM42,?,,,,set31,Sonal Kulkarni-Joshi
set32-DEM42,set32-F,DEM42,Practically no one,DEM42-5,"Waterman and Kroeber (1934) counted 16 of the 413 Yurok marriages they surveyed as involving either a Karuk bride or a Karuk groom. This is just under 4%. This sample may not be entirely representative, but it is unlikely that the actual proportion of Yurok families in contact with Karuk through marriage is more than double this percentage. Exogamous marriage in general seems to make up a relatively small proportion of Yurok marriages (56 of 413 in Waterman and Kroeber's sample, or about 14%), likely due to the impact of geographic proximity on marital choices. Waterman and Kroeber report that a majority of the marriages involving Yurok men and non-Yurok women are full marriages in which the bride relocated to the groom's community, while almost half of the marriages between Yurok women and non-Yurok men were ""half marriages"" in which the women remained living with their families. This suggests that non-Yurok speakers such as Karuk spouses were more likely to spend time in Yurok communities than Yurok speakers were to spend time in non-Yurok communities as a result of marriages.",,set32,Hannah Haynie
set33-DEM42,set33-F,DEM42,?,,,,set33,Anna Berge
set34-DEM42,set34-F,DEM42,Few people,DEM42-4,"[Very small, since marriages are Individually based today.]",,set34,Erika Sandman
set01-DEM43,set01-F,DEM43,Few people,DEM43-4,,,set01,Hank Nater
set02-DEM43,set02-F,DEM43,Many people,DEM43-2,,,set02,Mathias Jenny
set03-DEM43,set03-F,DEM43,Practically no one,DEM43-5,,,set03,Yvonne Treis & Deginet Wotango Doyiso
set04-DEM43,set04-F,DEM43,Many people,DEM43-2,,,set04,Hannah Gibson & Maarten Mous
set05-DEM43,set05-F,DEM43,Some people,DEM43-3,The Rotokas area is much larger than the Papapana area so not all of it is adjacent to the Papapana area. I don't know how evenly dispersed the Rotokas people are in their area so that's why I'm guessing 'some people'.,,set05,Ellen Smith-Dennis
set06a-DEM43,set06a-F,DEM43,Practically no one,DEM43-5,"Considering that the total population of Sicily is 5 million and Malta's is half a million, a tiny fraction have this opportunity.",,set06a,Joseph M Brincat
set07-DEM43,set07-F,DEM43,Many people,DEM43-2,,,set07,Admire Phiri
set08-DEM43,set08-F,DEM43,?,,,,set08,Ross Bowden
set09-DEM43,set09-F,DEM43,Practically no one,DEM43-5,,,set09,Lameen Souag
set10-DEM43,set10-F,DEM43,?,,,,set10,Anonymous
set11-DEM43,set11-F,DEM43,?,,,,set11,Alexander Cobbinah
set12-DEM43,set12-F,DEM43,Practically no one,DEM43-5,,,set12,Saloumeh Gholami in cooperation with Mahîr Dogan
set13-DEM43,set13-F,DEM43,Some people,DEM43-3,,,set13,Jerry K. Jacka
set14-DEM43,set14-F,DEM43,?,,,,set14,Ana María Ospina Bozzi
set15-DEM43,set15-F,DEM43,Almost everyone,DEM43-1,,,set15,Bruno Olsson
set16-DEM43,set16-F,DEM43,Few people,DEM43-4,"The Aymara population on the Bolivian Altiplano numbers something between two to three million people, while there are only about 2,000 Chipaya people. Thus, the chances for an Aymara person to get into contact with someone from the Chipaya community are rather slim.",,set16,Katja Hannß
set17-DEM43,set17-F,DEM43,Practically no one,DEM43-5,,,set17,Rosnátaly Avelino
set18-DEM43,set18-F,DEM43,Few people,DEM43-4,The number of Mawng and Kunbarlang speakers is thought to have been roughly equal during the focus time period. So the comments for question 40 hold: those clans whose land was close to one another had more contact and would have intermarried one another but not exclusively: Kunbarlang people whose land is at the western end of Kunbarlang country and Mawng people whose land is at the eastern end of Mawng country.,,set18,Ruth Singer
set19-DEM43,set19-F,DEM43,Few people,DEM43-4,,,set19,Francesca Moro & Yunus Sulistyono
set20-DEM43,set20-F,DEM43,?,,,,set20,Arun Ghosh
set21-DEM43,set21-F,DEM43,Some people,DEM43-3,Only those Kanuri who live in Bade speaking areas,,set21,Georg Ziegelmeyer
set22-DEM43,set22-F,DEM43,Practically no one,DEM43-5,"Tai Lue people are found in a much wider area than Muak Sa-aak and are a far larger ethnic group, so it is necessarily a small proportion.",,set22,Elizabeth Hall
set23-DEM43,set23-F,DEM43,Practically no one,DEM43-5,,,set23,Veronika Zikmundová & Kicengge (Chengzhi)
set24-DEM43,set24-F,DEM43,Practically no one,DEM43-5,,,set24,Cristina Messineo & Paola Cúneo & Agustina Paredes & Nicolás Brid & Ana Blanco
set25-DEM43,set25-F,DEM43,Some people,DEM43-3,,,set25,María Belén Carpio & Marcela Mendoza
set27-DEM43,set27-F,DEM43,Practically no one,DEM43-5,,,set27,Dineke Schokkin
set28-DEM43,set28-F,DEM43,Some people,DEM43-3,"Nen is predominately spoken in one locale, and Idi is spoken across a couple more - Bimadebn (Nen) and Dimsisi (Idi) are directly neighbouring each other, so these groups of people at least have ample opportinity for marriage exchange. I am not sure about the other Idi locales (Dimiri and Sibidiri). Given their geographical distance, I would not assume there is much incidental opportunity.",,set28,Eri Kashima & Dineke Schokkin
set29-DEM43,set29-F,DEM43,Some people,DEM43-3,Again an estimate. A bit less than the Burarra proportion to account for the easternmost Yolngu who may not encounter Burarra people so often.,,set29,Jill Vaughan
set30-DEM43,set30-F,DEM43,Almost everyone,DEM43-1,"In theory, any NorwegianSwedish could marry a South Saami partner.",,set30,Richard Kowalik
set31-DEM43,set31-F,DEM43,?,,,,set31,Sonal Kulkarni-Joshi
set32-DEM43,set32-F,DEM43,Practically no one,DEM43-5,"Based on the reports of marriages between Yurok and Karuk people reported in Waterman and Kroeber (1934), the proportion of Karuk people who were in contact with Yurok people through marriage can be inferred to be relatively small, and certainly less than a third of the population. Waterman and Kroeber report that a majority of the marriages involving Yurok men and non-Yurok women are full marriages in which the bride relocated to the groom's community, while almost half of the marriages between Yurok women and non-Yurok men were ""half marriages"" in which the women remained living in Yurok communities with their families. This would suggest that when marriages did take place between Yurok and Karuk people, those marriages were more likely to result in Karuk individuals spending time in Yurok communities than Yurok individuals spending time in Karuk communities. This may have impacted the dynamics of language contact between Yurok and Karuk. Less information is available about Karuk marriage patterns overall than for Yurok, however.",,set32,Hannah Haynie
set33-DEM43,set33-F,DEM43,?,,,,set33,Anna Berge
set34-DEM43,set34-F,DEM43,Few people,DEM43-4,"[Very small, since marriages are Individually based today.]",,set34,Erika Sandman
set01-DEM44,set01-F,DEM44,Some people,DEM44-3,,,set01,Hank Nater
set02-DEM44,set02-F,DEM44,Almost everyone,DEM44-1,all Mon have more or less contact with Burmese and speak the language more or less fluently,,set02,Mathias Jenny
set03-DEM44,set03-F,DEM44,?,,,,set03,Yvonne Treis & Deginet Wotango Doyiso
set04-DEM44,set04-F,DEM44,?,,,,set04,Hannah Gibson & Maarten Mous
set05-DEM44,set05-F,DEM44,B,DEM44-B,,,set05,Ellen Smith-Dennis
set06a-DEM44,set06a-F,DEM44,Few people,DEM44-4,"Considering that the population of Sicily is around 5 million, the proportion must be very very low, less than 1%.",,set06a,Joseph M Brincat
set07-DEM44,set07-F,DEM44,Almost everyone,DEM44-1,,,set07,Admire Phiri
set08-DEM44,set08-F,DEM44,Almost everyone,DEM44-1,,,set08,Ross Bowden
set09-DEM44,set09-F,DEM44,Practically no one,DEM44-5,,,set09,Lameen Souag
set10-DEM44,set10-F,DEM44,?,,,,set10,Anonymous
set11-DEM44,set11-F,DEM44,?,,,,set11,Alexander Cobbinah
set12-DEM44,set12-F,DEM44,Practically no one,DEM44-5,,,set12,Saloumeh Gholami in cooperation with Mahîr Dogan
set13-DEM44,set13-F,DEM44,Some people,DEM44-3,,,set13,Jerry K. Jacka
set14-DEM44,set14-F,DEM44,Some people,DEM44-3,,,set14,Ana María Ospina Bozzi
set15-DEM44,set15-F,DEM44,?,,,,set15,Bruno Olsson
set16-DEM44,set16-F,DEM44,?,,,,set16,Katja Hannß
set17-DEM44,set17-F,DEM44,Practically no one,DEM44-5,,,set17,Rosnátaly Avelino
set18-DEM44,set18-F,DEM44,Many people,DEM44-2,Those Mawng groups whose land is in the east part of Mawng country and those Kunbarlang groups in the west part of Kunbarlang country would have interacted more.,,set18,Ruth Singer
set19-DEM44,set19-F,DEM44,?,,,,set19,Francesca Moro & Yunus Sulistyono
set20-DEM44,set20-F,DEM44,?,,,,set20,Arun Ghosh
set21-DEM44,set21-F,DEM44,Some people,DEM44-3,Manga Kanuri is also spoken outside the region of Bade,,set21,Georg Ziegelmeyer
set22-DEM44,set22-F,DEM44,?,,,,set22,Elizabeth Hall
set23-DEM44,set23-F,DEM44,?,,,,set23,Veronika Zikmundová & Kicengge (Chengzhi)
set24-DEM44,set24-F,DEM44,Practically no one,DEM44-5,,,set24,Cristina Messineo & Paola Cúneo & Agustina Paredes & Nicolás Brid & Ana Blanco
set25-DEM44,set25-F,DEM44,Many people,DEM44-2,,,set25,María Belén Carpio & Marcela Mendoza
set27-DEM44,set27-F,DEM44,?,,,,set27,Dineke Schokkin
set28-DEM44,set28-F,DEM44,Few people,DEM44-4,"The total population of Idi speakers include the people who live further away from the Nen contact area (e.g. Sibidiri village). So if we take this aggregate, and consider, we would say our best guess is the 30% mark, ""Few people"" response.",,set28,Eri Kashima & Dineke Schokkin
set29-DEM44,set29-F,DEM44,Many people,DEM44-2,"Although for many YM groups, the same applies as for Burarra people above, it is likely that the easternmost YM groups would have had less opportunity for Burarra contact. But nevertheless *some* contact was probably still the case, so perhaps 70% is an underestimate?",,set29,Jill Vaughan
set30-DEM44,set30-F,DEM44,Almost everyone,DEM44-1,"""Almost everyone"" means here the NorwegianSwedish people who are living in the same area or close to the area where South Saami live. Since South Saami also live in the larger cities, exchange between the groups is possible even there. However, a strict notion or division of ""South Saami"" as opposed to or different to Swedish/Norwegian is problematic, since South Saami generallt also have a Swedish/Norwegian identity.",,set30,Richard Kowalik
set31-DEM44,set31-F,DEM44,?,,,,set31,Sonal Kulkarni-Joshi
set32-DEM44,set32-F,DEM44,?,,,,set32,Hannah Haynie
set33-DEM44,set33-F,DEM44,?,,,,set33,Anna Berge
set34-DEM44,set34-F,DEM44,?,,,,set34,Erika Sandman
set02-DEM45,set02-F,DEM45,?,,,,set02,Mathias Jenny
set03-DEM45,set03-F,DEM45,?,,,,set03,Yvonne Treis & Deginet Wotango Doyiso
set04-DEM45,set04-F,DEM45,?,,,,set04,Hannah Gibson & Maarten Mous
set05-DEM45,set05-F,DEM45,?,,,,set05,Ellen Smith-Dennis
set06a-DEM45,set06a-F,DEM45,As much as unmonitored speech,DEM45-3,"Sicilian is only used informally in Sicily itself, and very rarely with strangers, be these Sicilian, Italian or Maltese.",,set06a,Joseph M Brincat
set07-DEM45,set07-F,DEM45,?,,,,set07,Admire Phiri
set08-DEM45,set08-F,DEM45,Sometimes,DEM45-2,Relatively infrequently. Most group trading at market sites was done in silence. See the answers to questionnaire 1. [DTR],,set08,Ross Bowden
set09-DEM45,set09-F,DEM45,?,,,,set09,Lameen Souag
set10-DEM45,set10-F,DEM45,?,,,,set10,Anonymous
set11-DEM45,set11-F,DEM45,?,,,,set11,Alexander Cobbinah
set12-DEM45,set12-F,DEM45,?,,,,set12,Saloumeh Gholami in cooperation with Mahîr Dogan
set13-DEM45,set13-F,DEM45,?,,,,set13,Jerry K. Jacka
set14-DEM45,set14-F,DEM45,Never,DEM45-5,,,set14,Ana María Ospina Bozzi
set15-DEM45,set15-F,DEM45,?,,,,set15,Bruno Olsson
set16-DEM45,set16-F,DEM45,?,,,,set16,Katja Hannß
set17-DEM45,set17-F,DEM45,Always,DEM45-1,,,set17,Rosnátaly Avelino
set18-DEM45,set18-F,DEM45,Rarely,DEM45-4,,,set18,Ruth Singer
set19-DEM45,set19-F,DEM45,?,,,,set19,Francesca Moro & Yunus Sulistyono
set20-DEM45,set20-F,DEM45,?,,,,set20,Arun Ghosh
set21-DEM45,set21-F,DEM45,?,,,,set21,Georg Ziegelmeyer
set22-DEM45,set22-F,DEM45,?,,,,set22,Elizabeth Hall
set23-DEM45,set23-F,DEM45,?,,,,set23,Veronika Zikmundová & Kicengge (Chengzhi)
set24-DEM45,set24-F,DEM45,?,,,,set24,Cristina Messineo & Paola Cúneo & Agustina Paredes & Nicolás Brid & Ana Blanco
set25-DEM45,set25-F,DEM45,?,,,,set25,María Belén Carpio & Marcela Mendoza
set27-DEM45,set27-F,DEM45,?,,,,set27,Dineke Schokkin
set28-DEM45,set28-F,DEM45,?,,,,set28,Eri Kashima & Dineke Schokkin
set29-DEM45,set29-F,DEM45,Sometimes,DEM45-2,"Within certain classificatory kinship dyads speech taboos are always the case, and within the specific ceremonial context the other speech taboos are likely pretty consistently observed. But in other exchange contexts where the speech taboos would not be in place, so it depends on the context.",,set29,Jill Vaughan
set30-DEM45,set30-F,DEM45,?,,,,set30,Richard Kowalik
set31-DEM45,set31-F,DEM45,?,,,,set31,Sonal Kulkarni-Joshi
set32-DEM45,set32-F,DEM45,?,,,,set32,Hannah Haynie
set33-DEM45,set33-F,DEM45,?,,,,set33,Anna Berge
set34-DEM45,set34-F,DEM45,?,,,,set34,Erika Sandman
set01-DEM96,set01-F,DEM96,"In regards to the multiple origins and non-Salish aspects of Nuxalk, note that: (a) the Salish portion of this language appears to have originated in the vicinity of the Olympic peninsula (southern maritime British Columbia – northwest Washington State west of the Cascades); (b) Nuxalk has a number of Tsimshianic and other “Penutian” (including Chinook Proper) features and morphemes not shared with other Salish; (c) there was once regular contact – resulting in vocabulary copying – with Athabascan populations east, northeast, and north of the Nuxalk domain.",,,,set01,Hank Nater
set02-DEM96,set02-F,DEM96,"Pyu (probably 8th to 10th century)
Shan (probably since 14th century)
Karen (probably since 11th century)",,,,set02,Mathias Jenny
set03-DEM96,set03-F,DEM96,?,,,,set03,Yvonne Treis & Deginet Wotango Doyiso
set04-DEM96,set04-F,DEM96,?,,,,set04,Hannah Gibson & Maarten Mous
set05-DEM96,set05-F,DEM96,"Uruava, Torau and Mono speakers. Papapana ancestors were part of a migration from the south of Bougainville in the mid–19th century which settled first in the area around Kieta and Arawa (the once Uruava-speaking area), moved north up the eastern coast to the contemporary Papapana-speaking area, Teperoi, before moving south again, with a possible halt in Vito (contemporary Torau-speaking area), before settling in Teperoi in the late–19th century. Although Ross (1988) placed Papapana in the Nehan-North Bougainville subgroup of Northwest Solomonic (containing the languages of northern Bougainville and Buka), there are similarities in lexicon and syntax which raise the possibility that Papapana is related more closely to Uruava, and perhaps even Torau and Mono. This is further supported by i) similar Papuan-induced grammatical changes in these four languages (Evans and Palmer 2011, Smith 2016), ii) 3 of the 6 Papapana clan names are cognate with Uruavan clan names (Palmer 2007), iii) the name Papapana could come from Uruava pa-papa-na ‘uncles (mother’s brothers)’ (Palmer 2007).

Teop speakers. It seems that the history of the Papapana community is further complicated by intermarriage and further migrations from the north, including Teop speakers. This is supported by i) one of the Papapana clan names is cognate with a Teop clan name, ii) historical records by a missionary in the 1930s comment that the houses in Teperoi showed traces of two different tribes – from Buka&the north, and from Kieta (south), iii) a trader’s travelogue comments that the village’s reconstruction was reinforced by immigrants from north Bougainville and east Buka. 
Certainly in 2011-2013, there was intermarriage between Papapana speakers and Torau and Teop speakers (as well as other closely related languages like Halia and Tinputz).

There are similarities between Papapana and all the Northwest Solomonic languages above but it would be difficult to establish whether e.g. similar/identical lexemes result from genetic inheritance or contact.

Buin, Motuna/Siwai and Nasioi speakers. Speakers of these South Bougainville languages were recruited to work in the plantations surrounding Teperoi in the early 20th century. There are families in some of the Papapana villages like Maras and Kokoi, whose ancestors were Motuna or Buin speakers and who bought/were given Papapana land because they worked in the surrounding plantations. In 2011-2013 there were a number of intermarriages with Buin, Motuna/Siwai and Nasioi speakers, as well as Rotokas. This contact could have contributed, along with Rotokas, to the partial shift from left-headedness to right-headedness in Papapana (Smith 2016). There are also words in Papapana which are similar/identical to Rotokas but I don't know the direction of influence.",,,,set05,Ellen Smith-Dennis
